node_id,x_coord,y_coord,Z
1765,-80.03276,37.32519,
1767,-80.03258,37.32351,
1768,-80.03255,37.24685,
1769,-80.03253,37.32365,
1770,-80.03248,37.24695,
1771,-80.03247,37.20168,
1772,-80.03244,37.3085,
1773,-80.03243,37.32356,
1774,-80.03215,37.32311,
1776,-80.03206,37.3232,
1777,-80.03204,37.29034,
1778,-80.03198,37.28283,
1779,-80.03193,37.30571,
1780,-80.03188,37.30412,
1782,-80.03173,37.27759,
1783,-80.03173,37.32259,
1784,-80.03172,37.32671,
1785,-80.03171,37.28435,
1786,-80.03163,37.19565,
1787,-80.03163,37.32266,
1788,-80.0316,37.21565,
1789,-80.0316,37.32411,
1790,-80.03146,37.2999,
1793,-80.03127,37.32655,
1795,-80.03114,37.2974,
1796,-80.03102,37.28616,
1797,-80.03096,37.32018,
1798,-80.03085,37.29746,
1799,-80.0308,37.32017,
1800,-80.03077,37.2453,
1801,-80.03065,37.24538,
1803,-80.03059,37.31914,
1804,-80.03041,37.28744,
1805,-80.03041,37.31914,
1806,-80.03028,37.32592,
1807,-80.03026,37.20382,
1808,-80.03025,37.32866,
1809,-80.03013,37.26929,
1810,-80.03005,37.27657,
1811,-80.02999,37.29766,
1813,-80.02995,37.19587,
1815,-80.02981,37.29117,
1817,-80.02978,37.27642,
1818,-80.02952,37.29111,
1819,-80.02951,37.28998,
1820,-80.02924,37.29164,
1822,-80.02891,37.24359,
1823,-80.02882,37.24367,
1824,-80.0288,37.19839,
1826,-80.02876,37.32729,
1827,-80.02865,37.24668,
1828,-80.02862,37.20334,
1829,-80.02845,37.30966,
1831,-80.02841,37.29238,
1832,-80.02841,37.30585,
1834,-80.02836,37.24308,
1835,-80.02829,37.30962,
1836,-80.02825,37.24314,
1837,-80.02822,37.30587,
1838,-80.0282,37.19781,
1839,-80.02814,37.1948,
1840,-80.02811,37.28997,
1841,-80.02807,37.24275,
1842,-80.02794,37.24281,
1843,-80.02794,37.30508,
1844,-80.02791,37.19662,
1845,-80.02788,37.28998,
1846,-80.02785,37.31129,
1847,-80.02779,37.24241,
1848,-80.02777,37.30516,
1849,-80.02772,37.31117,
1850,-80.02768,37.24246,
1851,-80.02764,37.31314,
1852,-80.02755,37.29824,
1853,-80.02751,37.29811,
1854,-80.0275,37.24196,
1855,-80.02748,37.31316,
1857,-80.02746,37.21575,
1858,-80.02745,37.29432,
1859,-80.02738,37.24198,
1860,-80.02724,37.29577,
1861,-80.02724,37.30288,
1862,-80.02708,37.30288,
1863,-80.02701,37.29731,
1864,-80.02687,37.29838,
1865,-80.02682,37.29827,
1866,-80.02673,37.2472,
1867,-80.02673,37.29841,
1868,-80.02643,37.27599,
1869,-80.02638,37.3265,
1870,-80.02627,37.21576,
1871,-80.02606,37.32623,
1872,-80.02604,37.21682,
1873,-80.02601,37.23884,
1875,-80.0259,37.23888,
1876,-80.02585,37.19514,
1877,-80.02571,37.2672,
1878,-80.02567,37.29866,
1879,-80.02563,37.29851,
1880,-80.02558,37.29023,
1881,-80.02553,37.32563,
1882,-80.02552,37.30194,
1883,-80.02548,37.24734,
1884,-80.02537,37.2375,
1885,-80.02528,37.20565,
1886,-80.02524,37.23753,
1887,-80.02523,37.27613,
1889,-80.02499,37.32497,
1890,-80.02498,37.30268,
1891,-80.02462,37.30643,
1892,-80.02449,37.32437,
1893,-80.02447,37.20793,
1894,-80.02433,37.24745,
1895,-80.02426,37.29882,
1896,-80.02426,37.29898,
1897,-80.02422,37.20781,
1898,-80.02418,37.30611,
1900,-80.024,37.30676,
1901,-80.02391,37.20901,
1902,-80.02389,37.30421,
1903,-80.02385,37.27628,
1904,-80.02385,37.30437,
1905,-80.02384,37.30524,
1906,-80.02382,37.29034,
1907,-80.02381,37.3046,
1908,-80.02373,37.26577,
1910,-80.02357,37.21716,
1911,-80.02319,37.20992,
1912,-80.02313,37.32276,
1913,-80.02302,37.24705,
1914,-80.02281,37.29907,
1915,-80.02281,37.2992,
1916,-80.02275,37.29025,
1917,-80.02272,37.30788,
1920,-80.02246,37.21052,
1921,-80.02227,37.2649,
1922,-80.02204,37.19175,
1923,-80.02202,37.30848,
1924,-80.0219,37.19172,
1925,-80.02183,37.19032,
1926,-80.02161,37.29012,
1927,-80.02154,37.24724,
1928,-80.02151,37.29914,
1929,-80.02151,37.29928,
1930,-80.02149,37.19612,
1931,-80.02138,37.2648,
1932,-80.02123,37.30912,
1933,-80.02102,37.21718,
1934,-80.02071,37.27707,
1935,-80.02061,37.29911,
1936,-80.02061,37.29924,
1939,-80.02028,37.31849,
1940,-80.02019,37.21294,
1941,-80.02013,37.31007,
1943,-80.02,37.29921,
1944,-80.01999,37.29908,
1945,-80.01998,37.21331,
1947,-80.01957,37.23364,
1948,-80.01956,37.23351,
1949,-80.01923,37.2148,
1950,-80.01922,37.29904,
1951,-80.01921,37.29917,
1952,-80.01914,37.27748,
1953,-80.01908,37.31126,
1954,-80.01905,37.18938,
1955,-80.01883,37.2177,
1956,-80.01876,37.31217,
1957,-80.01873,37.26441,
1958,-80.0186,37.24817,
1959,-80.01846,37.18874,
1960,-80.01844,37.317,
1961,-80.01841,37.28953,
1962,-80.01819,37.21787,
1963,-80.01808,37.23339,
1964,-80.01807,37.29897,
1965,-80.01807,37.29911,
1966,-80.01805,37.23351,
1967,-80.01799,37.21689,
1968,-80.01795,37.31661,
1970,-80.01755,37.21768,
1971,-80.01752,37.31397,
1972,-80.0175,37.23242,
1973,-80.01743,37.33003,
1974,-80.0172,37.31426,
1975,-80.01704,37.28932,
1976,-80.01697,37.24956,
1977,-80.01687,37.2186,
1978,-80.01661,37.20474,
1979,-80.01659,37.32941,
1980,-80.01652,37.23157,
1981,-80.01651,37.18662,
1982,-80.01649,37.32852,
1983,-80.01642,37.32955,
1984,-80.01641,37.24793,
1985,-80.0163,37.29901,
1986,-80.01629,37.29886,
1987,-80.01625,37.25017,
1988,-80.01607,37.25035,
1989,-80.01606,37.32669,
1990,-80.01597,37.28916,
1991,-80.01593,37.31503,
1992,-80.01582,37.18518,
1993,-80.01572,37.27816,
1994,-80.01561,37.23128,
1995,-80.01546,37.25083,
1996,-80.01525,37.24784,
1997,-80.01524,37.33524,
1998,-80.0152,37.23321,
1999,-80.01517,37.32427,
2000,-80.01516,37.33503,
2001,-80.01507,37.25116,
2002,-80.01502,37.21543,
2003,-80.01496,37.27853,
2004,-80.01489,37.26355,
2005,-80.01484,37.21532,
2006,-80.01477,37.22192,
2007,-80.01434,37.29853,
2008,-80.01433,37.25174,
2010,-80.01429,37.29867,
2013,-80.0141,37.24814,
2015,-80.01407,37.21459,
2016,-80.01387,37.18399,
2017,-80.01387,37.21338,
2018,-80.01386,37.27908,
2019,-80.01381,37.32218,
2021,-80.01351,37.31628,
2023,-80.01337,37.224,
2025,-80.01316,37.2527,
2026,-80.01314,37.22768,
2027,-80.01279,37.2284,
2028,-80.01275,37.21127,
2029,-80.01263,37.29802,
2031,-80.01255,37.27944,
2032,-80.01255,37.29814,
2033,-80.0125,37.22371,
2034,-80.01242,37.25334,
2035,-80.01237,37.18272,
2037,-80.01199,37.32983,
2038,-80.01188,37.3166,
2039,-80.01177,37.21036,
2041,-80.01137,37.26444,
2042,-80.01135,37.2027,
2043,-80.01113,37.25466,
2044,-80.0111,37.20964,
2045,-80.01103,37.27946,
2046,-80.01099,37.29759,
2047,-80.01098,37.29775,
2048,-80.01097,37.2323,
2050,-80.01028,37.20873,
2051,-80.01002,37.23155,
2052,-80.01002,37.33026,
2053,-80.00998,37.18193,
2054,-80.00983,37.29733,
2055,-80.00981,37.29747,
2056,-80.0098,37.20822,
2057,-80.00969,37.20811,
2058,-80.00967,37.24884,
2059,-80.00954,37.28849,
2060,-80.00952,37.27931,
2061,-80.00951,37.31644,
2062,-80.00937,37.26544,
2063,-80.00934,37.2793,
2064,-80.00929,37.23083,
2065,-80.00911,37.29717,
2066,-80.00908,37.29731,
2067,-80.00898,37.24891,
2068,-80.00898,37.2758,
2069,-80.00889,37.22917,
2070,-80.00882,37.27582,
2071,-80.00878,37.31629,
2072,-80.00877,37.20633,
2073,-80.00874,37.26998,
2074,-80.00871,37.22332,
2075,-80.00869,37.28834,
2076,-80.00866,37.20605,
2077,-80.00865,37.2699,
2078,-80.00861,37.20844,
2079,-80.00854,37.28831,
2080,-80.00851,37.23007,
2081,-80.00841,37.20543,
2082,-80.00821,37.23107,
2083,-80.00813,37.33071,
2084,-80.00812,37.23758,
2085,-80.00801,37.29692,
2086,-80.00798,37.29709,
2087,-80.00795,37.23677,
2088,-80.00793,37.20151,
2089,-80.00785,37.29689,
2090,-80.00778,37.27211,
2091,-80.00781,37.29705,
2092,-80.0078,37.29807,
2093,-80.00778,37.29825,
2095,-80.00775,37.23284,
2096,-80.00771,37.29883,
2097,-80.0077,37.2979,
2098,-80.00767,37.2994,
2099,-80.00766,37.29824,
2100,-80.00764,37.23608,
2101,-80.00763,37.22343,
2102,-80.0076,37.29881,
2103,-80.00758,37.30042,
2104,-80.00754,37.2994,
2105,-80.00751,37.25777,
2106,-80.00751,37.27291,
2107,-80.00749,37.20871,
2108,-80.00748,37.30127,
2109,-80.00746,37.27393,
2110,-80.00745,37.30041,
2111,-80.00744,37.28816,
2113,-80.00736,37.30126,
2115,-80.00734,37.27397,
2116,-80.00727,37.25803,
2117,-80.00726,37.2396,
2120,-80.00715,37.316,
2122,-80.00711,37.30373,
2123,-80.00706,37.25829,
2124,-80.00705,37.22326,
2126,-80.00698,37.2656,
2127,-80.00698,37.30461,
2128,-80.00697,37.24912,
2129,-80.00697,37.30368,
2130,-80.00696,37.20396,
2131,-80.00692,37.33156,
2132,-80.00691,37.22369,
2133,-80.00687,37.30538,
2134,-80.00686,37.30968,
2135,-80.00685,37.30456,
2136,-80.00685,37.30739,
2137,-80.00685,37.30769,
2138,-80.00684,37.27933,
2139,-80.00683,37.30578,
2140,-80.00683,37.31111,
2141,-80.00673,37.30538,
2142,-80.00669,37.30968,
2143,-80.00668,37.30577,
2144,-80.00668,37.30739,
2145,-80.00668,37.30768,
2146,-80.00665,37.21019,
2147,-80.00665,37.3111,
2148,-80.00659,37.23439,
2149,-80.00658,37.2427,
2150,-80.00655,37.24255,
2151,-80.00655,37.29664,
2152,-80.0065,37.20959,
2153,-80.0065,37.29678,
2154,-80.00649,37.24189,
2155,-80.00643,37.3124,
2156,-80.00641,37.24608,
2157,-80.00641,37.33798,
2158,-80.00633,37.16596,
2159,-80.00629,37.31236,
2160,-80.00618,37.22404,
2161,-80.0061,37.2228,
2162,-80.0061,37.33213,
2163,-80.00605,37.33849,
2164,-80.00586,37.25953,
2165,-80.00582,37.24934,
2166,-80.00578,37.22922,
2167,-80.00573,37.31404,
2168,-80.00558,37.31402,
2169,-80.00552,37.31574,
2172,-80.00535,37.24946,
2173,-80.00529,37.29638,
2174,-80.00524,37.29652,
2175,-80.00515,37.22459,
2176,-80.00508,37.28783,
2177,-80.00499,37.16805,
2178,-80.00497,37.33292,
2179,-80.00496,37.31565,
2180,-80.00492,37.21279,
2181,-80.00489,37.22489,
2182,-80.00479,37.31562,
2183,-80.00471,37.20367,
2184,-80.00463,37.29087,
2185,-80.0045,37.3386,
2186,-80.00441,37.22594,
2187,-80.00438,37.24635,
2188,-80.00437,37.28856,
2189,-80.00422,37.23569,
2190,-80.00411,37.28004,
2191,-80.00408,37.24652,
2192,-80.00402,37.29164,
2193,-80.00387,37.31691,
2194,-80.00381,37.20084,
2195,-80.00381,37.33881,
2196,-80.00374,37.31685,
2197,-80.00373,37.24722,
2198,-80.0036,37.33945,
2199,-80.00347,37.25044,
2200,-80.00346,37.29599,
2201,-80.0034,37.29611,
2202,-80.00331,37.33896,
2203,-80.00316,37.22157,
2204,-80.00313,37.24976,
2205,-80.00295,37.24988,
2206,-80.00275,37.33913,
2207,-80.00259,37.31809,
2208,-80.00248,37.31801,
2209,-80.00245,37.2506,
2210,-80.00242,37.29193,
2211,-80.00236,37.26291,
2212,-80.0023,37.19005,
2213,-80.00221,37.33928,
2214,-80.00215,37.28062,
2215,-80.00203,37.25049,
2216,-80.00202,37.29198,
2217,-80.002,37.23688,
2218,-80.00195,37.28733,
2219,-80.00181,37.18775,
2220,-80.00181,37.19143,
2221,-80.00181,37.2807,
2222,-80.0018,37.20422,
2223,-80.00177,37.17579,
2224,-80.00154,37.19194,
2225,-80.00146,37.29537,
2226,-80.0014,37.29548,
2227,-80.00139,37.19217,
2228,-80.0013,37.20418,
2229,-80.00127,37.29218,
2230,-80.00117,37.20404,
2231,-80.00115,37.18191,
2232,-80.00107,37.20416,
2233,-80.00107,37.34086,
2234,-80.00104,37.3029,
2235,-80.00096,37.2042,
2236,-80.00089,37.20384,
2237,-80.00083,37.20418,
2239,-80.00081,37.2511,
2240,-80.00077,37.28709,
2241,-80.00077,37.29304,
2242,-80.00076,37.20394,
2243,-80.00076,37.34061,
2244,-80.0007,37.26192,
2245,-80.00068,37.20376,
2246,-80.00068,37.31964,
2247,-80.00063,37.26125,
2248,-80.00059,37.31953,
2249,-80.00056,37.22145,
2250,-80.00049,37.31384,
2252,-80.00034,37.21454,
2253,-80.00026,37.29403,
2254,-80.00018,37.20327,
2255,-80.00008,37.2616,
2257,-80.00001,37.2216,
2258,-79.99994,37.19336,
2259,-79.99985,37.22737,
2260,-79.99983,37.2028,
2261,-79.9998,37.29481,
2262,-79.99975,37.29492,
2263,-79.99974,37.23808,
2265,-79.99964,37.21522,
2266,-79.99943,37.20216,
2267,-79.99941,37.26136,
2268,-79.99936,37.22758,
2269,-79.99934,37.19359,
2270,-79.99932,37.19774,
2271,-79.99928,37.29574,
2272,-79.99923,37.34169,
2273,-79.99921,37.28687,
2274,-79.99913,37.20164,
2275,-79.9991,37.32062,
2276,-79.99903,37.30207,
2277,-79.999,37.21596,
2278,-79.99899,37.32051,
2279,-79.99886,37.29653,
2280,-79.99883,37.25191,
2281,-79.99871,37.23861,
2282,-79.99867,37.20081,
2283,-79.99848,37.31261,
2285,-79.99841,37.29735,
2286,-79.99838,37.263,
2287,-79.99825,37.25217,
2288,-79.99822,37.20095,
2289,-79.99821,37.29426,
2290,-79.9982,37.21722,
2291,-79.99815,37.29437,
2292,-79.99813,37.33531,
2293,-79.99793,37.29825,
2294,-79.9979,37.31229,
2295,-79.99786,37.28675,
2296,-79.99776,37.34064,
2297,-79.99775,37.25238,
2299,-79.99757,37.28675,
2300,-79.99756,37.22861,
2301,-79.99755,37.30199,
2302,-79.99752,37.29904,
2303,-79.99737,37.1916,
2304,-79.99727,37.3218,
2306,-79.99719,37.23949,
2307,-79.99716,37.3217,
2308,-79.99715,37.29389,
2309,-79.99708,37.29401,
2310,-79.99705,37.28139,
2311,-79.99702,37.22242,
2313,-79.99692,37.30027,
2314,-79.99686,37.31182,
2315,-79.9968,37.33807,
2316,-79.99668,37.19117,
2317,-79.99668,37.28676,
2318,-79.99665,37.32227,
2319,-79.99662,37.22921,
2320,-79.99661,37.31174,
2321,-79.99652,37.32219,
2322,-79.99645,37.34268,
2323,-79.99627,37.19092,
2324,-79.99625,37.29359,
2325,-79.9962,37.2937,
2326,-79.99619,37.30202,
2327,-79.99582,37.29344,
2328,-79.99582,37.34312,
2329,-79.99581,37.28149,
2330,-79.9958,37.19031,
2331,-79.99576,37.33649,
2332,-79.99575,37.29355,
2333,-79.99574,37.34173,
2334,-79.99568,37.24033,
2335,-79.99554,37.33611,
2336,-79.99542,37.34337,
2337,-79.99538,37.28152,
2338,-79.99538,37.31133,
2339,-79.99527,37.20198,
2340,-79.99516,37.34108,
2341,-79.99515,37.26152,
2342,-79.99512,37.34355,
2343,-79.9949,37.28658,
2344,-79.99489,37.33778,
2345,-79.99478,37.26428,
2346,-79.99475,37.33692,
2347,-79.99472,37.33677,
2348,-79.9947,37.28157,
2349,-79.99466,37.33639,
2350,-79.99452,37.30206,
2351,-79.99449,37.33555,
2352,-79.99444,37.29295,
2353,-79.9944,37.24118,
2354,-79.99438,37.29309,
2355,-79.99433,37.34403,
2356,-79.99431,37.32421,
2357,-79.99427,37.25349,
2358,-79.99418,37.32412,
2359,-79.99417,37.21928,
2360,-79.99417,37.26446,
2361,-79.99416,37.22271,
2362,-79.9941,37.24143,
2363,-79.99399,37.231,
2364,-79.99391,37.34323,
2365,-79.99377,37.34437,
2366,-79.99353,37.26141,
2367,-79.99343,37.21995,
2368,-79.99334,37.28634,
2369,-79.99333,37.29256,
2370,-79.99326,37.25375,
2371,-79.99325,37.29268,
2372,-79.99318,37.32495,
2373,-79.99316,37.22022,
2374,-79.99311,37.18725,
2375,-79.99311,37.3021,
2376,-79.99307,37.28165,
2377,-79.99306,37.32486,
2378,-79.993,37.22461,
2379,-79.99293,37.31014,
2380,-79.99286,37.20246,
2382,-79.99275,37.34499,
2383,-79.9927,37.22275,
2384,-79.99248,37.30988,
2385,-79.99247,37.26127,
2386,-79.99246,37.24255,
2387,-79.99241,37.34522,
2388,-79.99239,37.32537,
2389,-79.99233,37.32526,
2390,-79.9923,37.26125,
2391,-79.99225,37.33726,
2392,-79.99215,37.34541,
2393,-79.99212,37.22164,
2394,-79.99212,37.29205,
2395,-79.99211,37.2652,
2396,-79.9921,37.30219,
2397,-79.99206,37.32997,
2398,-79.99204,37.29217,
2399,-79.99201,37.30962,
2400,-79.99189,37.20268,
2401,-79.99186,37.34561,
2402,-79.99184,37.23252,
2403,-79.99177,37.33008,
2404,-79.99168,37.22255,
2405,-79.99161,37.20275,
2406,-79.99154,37.34537,
2407,-79.99145,37.26548,
2408,-79.99138,37.28185,
2409,-79.9912,37.32604,
2410,-79.99119,37.20284,
2411,-79.99111,37.32592,
2412,-79.99108,37.33774,
2413,-79.99105,37.32902,
2414,-79.99103,37.20319,
2415,-79.99103,37.2436,
2416,-79.99103,37.30906,
2417,-79.99098,37.22437,
2418,-79.99088,37.26099,
2419,-79.99075,37.32918,
2420,-79.99074,37.32628,
2421,-79.99068,37.26611,
2422,-79.99065,37.32617,
2423,-79.99065,37.34644,
2425,-79.99058,37.3469,
2426,-79.99056,37.33517,
2427,-79.99054,37.23363,
2428,-79.99047,37.24399,
2429,-79.99045,37.34621,
2430,-79.99041,37.20291,
2431,-79.99041,37.23379,
2432,-79.99041,37.29128,
2433,-79.99033,37.2914,
2434,-79.99029,37.28597,
2435,-79.99017,37.30855,
2437,-79.9901,37.26694,
2438,-79.99008,37.20508,
2439,-79.99001,37.30845,
2440,-79.99,37.24433,
2441,-79.98981,37.20289,
2442,-79.98967,37.28206,
2443,-79.98963,37.25468,
2444,-79.98963,37.26779,
2445,-79.98962,37.29092,
2446,-79.98957,37.23524,
2447,-79.98955,37.29104,
2448,-79.98939,37.20644,
2449,-79.98934,37.3269,
2450,-79.98932,37.30254,
2451,-79.98929,37.2448,
2452,-79.98929,37.32747,
2453,-79.98924,37.3271,
2454,-79.98921,37.29073,
2455,-79.98911,37.25488,
2456,-79.98907,37.32769,
2457,-79.98905,37.32721,
2458,-79.98896,37.28581,
2461,-79.98878,37.32736,
2462,-79.98876,37.20735,
2463,-79.98863,37.32677,
2464,-79.98859,37.23669,
2465,-79.98844,37.24525,
2466,-79.98837,37.32693,
2467,-79.98835,37.29035,
2468,-79.98827,37.29046,
2469,-79.98823,37.20285,
2470,-79.98823,37.25519,
2471,-79.9882,37.32751,
2472,-79.988,37.23753,
2474,-79.98793,37.32782,
2475,-79.98787,37.26044,
2476,-79.98778,37.33282,
2477,-79.98761,37.23809,
2478,-79.98756,37.26038,
2479,-79.98753,37.2382,
2480,-79.98744,37.34909,
2481,-79.98741,37.22183,
2482,-79.98738,37.28562,
2483,-79.9873,37.20936,
2484,-79.98725,37.22394,
2485,-79.98722,37.24594,
2486,-79.98719,37.26742,
2487,-79.98704,37.2239,
2488,-79.98691,37.23913,
2489,-79.9869,37.26737,
2490,-79.9869,37.26856,
2491,-79.98678,37.17238,
2492,-79.98671,37.30285,
2493,-79.98669,37.22385,
2494,-79.98668,37.21096,
2495,-79.98668,37.26934,
2496,-79.98668,37.32386,
2497,-79.98664,37.24614,
2498,-79.98662,37.2896,
2499,-79.9866,37.28973,
2500,-79.98653,37.26972,
2501,-79.98635,37.32384,
2502,-79.98629,37.21314,
2503,-79.98628,37.21361,
2504,-79.98628,37.2895,
2505,-79.98624,37.2147,
2506,-79.98621,37.22067,
2507,-79.98621,37.2896,
2508,-79.98613,37.21554,
2509,-79.98606,37.25959,
2511,-79.98597,37.21732,
2512,-79.98594,37.22185,
2513,-79.98594,37.2363,
2514,-79.98592,37.25946,
2515,-79.98588,37.22211,
2516,-79.98576,37.24004,
2517,-79.98573,37.25929,
2518,-79.98571,37.25599,
2519,-79.9855,37.26714,
2520,-79.98529,37.32927,
2522,-79.98516,37.32918,
2523,-79.98514,37.28258,
2524,-79.98512,37.33931,
2525,-79.985,37.20286,
2526,-79.98498,37.28532,
2527,-79.98495,37.32945,
2528,-79.98488,37.25847,
2529,-79.98486,37.32934,
2530,-79.98477,37.28529,
2531,-79.98475,37.25664,
2532,-79.98466,37.24028,
2533,-79.98454,37.22388,
2534,-79.98437,37.21943,
2535,-79.98437,37.25692,
2536,-79.98437,37.25801,
2537,-79.98421,37.28896,
2538,-79.9842,37.28909,
2539,-79.98415,37.27065,
2540,-79.98409,37.33097,
2542,-79.984,37.30344,
2543,-79.98399,37.22399,
2544,-79.98391,37.30381,
2545,-79.98382,37.24697,
2546,-79.9838,37.31889,
2547,-79.98379,37.28517,
2548,-79.98375,37.28883,
2549,-79.98371,37.28896,
2550,-79.9837,37.27059,
2551,-79.98362,37.25747,
2552,-79.98359,37.31902,
2553,-79.98352,37.2403,
2554,-79.98348,37.33022,
2555,-79.98338,37.33011,
2556,-79.98333,37.22681,
2557,-79.98329,37.30351,
2558,-79.98314,37.30344,
2559,-79.98308,37.28868,
2560,-79.98305,37.28881,
2561,-79.98302,37.22434,
2562,-79.98301,37.23487,
2563,-79.98279,37.19693,
2564,-79.98256,37.30314,
2565,-79.98235,37.21824,
2567,-79.9823,37.24053,
2568,-79.98226,37.30367,
2569,-79.98224,37.28846,
2570,-79.98222,37.19695,
2571,-79.98221,37.30353,
2572,-79.98219,37.2886,
2573,-79.98218,37.22774,
2574,-79.98215,37.27001,
2575,-79.98206,37.2666,
2576,-79.98191,37.2475,
2577,-79.98183,37.35377,
2578,-79.98179,37.26766,
2579,-79.98176,37.26776,
2580,-79.98175,37.33103,
2581,-79.98174,37.22523,
2582,-79.98168,37.33092,
2583,-79.98164,37.28257,
2584,-79.98157,37.27125,
2585,-79.98155,37.2686,
2586,-79.98155,37.3027,
2587,-79.9815,37.23006,
2588,-79.98144,37.23323,
2589,-79.98141,37.2591,
2590,-79.98139,37.23203,
2592,-79.98131,37.22947,
2593,-79.9813,37.26966,
2594,-79.9813,37.30394,
2595,-79.98126,37.24109,
2596,-79.98124,37.20302,
2597,-79.9812,37.272,
2599,-79.98116,37.3038,
2600,-79.9811,37.30249,
2601,-79.98108,37.25707,
2602,-79.98097,37.33789,
2603,-79.98093,37.2285,
2604,-79.9809,37.35337,
2605,-79.98085,37.21728,
2606,-79.98084,37.27619,
2607,-79.98082,37.27275,
2608,-79.98061,37.33138,
2609,-79.98056,37.28815,
2610,-79.98053,37.2883,
2612,-79.98039,37.2753,
2613,-79.98036,37.30427,
2614,-79.98029,37.27391,
2615,-79.98028,37.27497,
2616,-79.98026,37.35281,
2617,-79.98021,37.33171,
2618,-79.98018,37.30417,
2619,-79.98013,37.3316,
2620,-79.98011,37.26041,
2621,-79.9801,37.30207,
2622,-79.98006,37.28487,
2623,-79.98005,37.24192,
2624,-79.97985,37.26625,
2626,-79.97974,37.22696,
2627,-79.97951,37.26102,
2628,-79.97951,37.30476,
2629,-79.97931,37.22718,
2630,-79.97926,37.25678,
2632,-79.97923,37.22738,
2633,-79.97923,37.30469,
2634,-79.97918,37.24918,
2635,-79.97913,37.28255,
2637,-79.97908,37.20302,
2638,-79.97874,37.30526,
2639,-79.97865,37.2881,
2640,-79.97865,37.28824,
2641,-79.97855,37.30517,
2642,-79.97848,37.25663,
2643,-79.97842,37.26213,
2644,-79.97841,37.33271,
2645,-79.97831,37.3326,
2646,-79.97817,37.28804,
2647,-79.97809,37.28813,
2648,-79.97802,37.22821,
2649,-79.97801,37.35133,
2650,-79.978,37.26287,
2651,-79.97799,37.28825,
2652,-79.97798,37.22804,
2653,-79.97797,37.30144,
2654,-79.97796,37.24359,
2655,-79.97794,37.33684,
2656,-79.97785,37.24992,
2657,-79.97784,37.28479,
2658,-79.97776,37.30607,
2659,-79.97765,37.25649,
2660,-79.97765,37.28066,
2661,-79.97763,37.26361,
2662,-79.97762,37.30597,
2663,-79.97755,37.28763,
2664,-79.97746,37.28158,
2665,-79.97744,37.28769,
2666,-79.97739,37.26588,
2667,-79.97732,37.26462,
2669,-79.97717,37.30657,
2670,-79.97716,37.31176,
2671,-79.97714,37.30639,
2672,-79.97699,37.28935,
2673,-79.97696,37.26577,
2674,-79.97687,37.27855,
2675,-79.97683,37.28251,
2676,-79.97678,37.33647,
2677,-79.97675,37.33379,
2678,-79.97674,37.31172,
2679,-79.97672,37.28709,
2680,-79.97668,37.2869,
2681,-79.97666,37.28334,
2682,-79.97665,37.20264,
2683,-79.97665,37.33368,
2684,-79.97658,37.27736,
2685,-79.97652,37.30056,
2686,-79.97642,37.2446,
2687,-79.97641,37.28476,
2688,-79.97627,37.22952,
2689,-79.97627,37.25637,
2690,-79.97623,37.29018,
2691,-79.9762,37.22941,
2692,-79.97612,37.28921,
2693,-79.97611,37.21771,
2694,-79.97598,37.29071,
2695,-79.97596,37.28636,
2696,-79.97592,37.28646,
2697,-79.97586,37.29111,
2698,-79.97584,37.26584,
2699,-79.97582,37.20242,
2700,-79.97578,37.34993,
2701,-79.97571,37.27509,
2702,-79.97562,37.24499,
2703,-79.9756,37.30005,
2704,-79.97555,37.29203,
2705,-79.97549,37.23376,
2706,-79.97535,37.2507,
2707,-79.97535,37.27501,
2708,-79.97529,37.23386,
2709,-79.97529,37.28622,
2710,-79.97517,37.25636,
2711,-79.97516,37.2931,
2712,-79.97514,37.23045,
2713,-79.97512,37.26595,
2714,-79.97502,37.23035,
2715,-79.97472,37.21542,
2716,-79.9747,37.24544,
2717,-79.97466,37.29945,
2718,-79.9746,37.28896,
2719,-79.97457,37.35088,
2720,-79.97456,37.26608,
2721,-79.97446,37.30849,
2722,-79.97439,37.23295,
2723,-79.97435,37.30841,
2724,-79.97428,37.25661,
2725,-79.97425,37.28217,
2726,-79.97425,37.30901,
2727,-79.97419,37.1565,
2728,-79.97417,37.23127,
2729,-79.97417,37.28892,
2730,-79.97414,37.23184,
2731,-79.97413,37.30927,
2732,-79.9741,37.25081,
2733,-79.9741,37.33555,
2734,-79.97408,37.21429,
2735,-79.97406,37.23119,
2736,-79.97403,37.33543,
2738,-79.97397,37.28305,
2739,-79.97394,37.23262,
2741,-79.97388,37.27464,
2743,-79.97384,37.28597,
2744,-79.9738,37.23157,
2745,-79.97372,37.26629,
2746,-79.97372,37.28396,
2747,-79.97371,37.29501,
2748,-79.97377,37.30895,
2749,-79.97368,37.2315,
2750,-79.97363,37.35164,
2751,-79.97354,37.3083,
2752,-79.97353,37.16536,
2753,-79.97349,37.23136,
2754,-79.97348,37.28491,
2755,-79.97347,37.35152,
2756,-79.97339,37.23195,
2757,-79.97334,37.3091,
2758,-79.9733,37.29868,
2759,-79.97328,37.30848,
2760,-79.97325,37.30901,
2761,-79.97323,37.23208,
2762,-79.97307,37.15642,
2763,-79.97307,37.23167,
2764,-79.97306,37.20169,
2765,-79.97304,37.28871,
2766,-79.97302,37.2511,
2767,-79.97292,37.23233,
2768,-79.97292,37.2984,
2769,-79.9729,37.23178,
2770,-79.97287,37.1343,
2771,-79.97287,37.21386,
